Company Name,Rating,No_of_Reviews,No_of_Followers,Tags,Type,Year Founded,Company Size,HQ Location,Website,Company Type
Forbes Marshall,4.1,(469 reviews),3.5K followers ,"Industrial Equipment / Machinery, Private, Indian MNC, B2B",Private,1925 (99 yrs old),1001-5000,Maharashtra,https://www.forbesmarshall.com/India,Indian MNC
Prime Focus Technologies (PFT),,,8.6K followers ,"Software Product, Internet, Private, Indian MNC, B2B, SaaS, Minicorn",Private,2008 (16 yrs old),1001-5000,,,Indian MNC
CIENTRA TECHSOLUTION,3.6,(63 reviews),0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2015 (9 yrs old),501-1000,,http://www.cientra.com,Indian MNC
PCS Technology,4.5,(156 reviews),1.5K followers ,"IT Services & Consulting, Public, Indian MNC, B2B",Public,1981 (43 yrs old),1001-5000,,,Indian MNC
Test Yantra,,,0,"IT Services & Consulting, Public, Indian MNC, B2B",Public,2007 (17 yrs old),1001-5000,,http://www.testyantra.com,Indian MNC
JSW Steel,4,(4.9K reviews),50.9K followers ,"Iron & Steel, Metals & Mining, Engineering & Construction, Public, Indian MNC, B2C, B2B, Conglomerate",Public,1982 (42 yrs old),10001-50000,,http://www.jsw.in,Indian MNC
IBS Software Services,3.9,(511 reviews),506 followers ,"Software Product, Internet, Travel & Tourism, Aviation, Private, Indian MNC, B2B, SaaS, Soonicorn",Private,1997 (27 yrs old),1001-5000,Thiruvananthapuram,https://www.ibsplc.com,Indian MNC
Koenig Solutions,3.9,(267 reviews),127 followers ,"Education / Training, IT Services & Consulting, Private, Indian MNC, B2C, B2B",Private,1993 (31 yrs old),501-1000,"Gurgaon/Gurugram, Haryana",https://www.koenig-solutions.com,Indian MNC
globalenglish,,,0,"e-Learning / EdTech, Hardware & Networking, Software Product, Private, Indian MNC, B2B",Private,1997 (27 yrs old),201-500,,https://www.learnship.com/,Indian MNC
Kabra Extrusion Technik,3.9,(84 reviews),0,"Industrial Equipment / Machinery, Public, Indian MNC, B2B",Public,1962 (62 yrs old),201-500,,http://www.kolsite.com,Indian MNC
ValueLabs,3.8,(1.5K reviews),36.4K followers ,"IT Services & Consulting, Software Product, Private, Indian MNC, B2B",Private,1997 (27 yrs old),5001-10000, Hyderabad,http://www.valuelabs.com,Indian MNC
Trendz Web Solution,,,0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2007 (17 yrs old),Nov-50,,http://www.trendzwebsolution.com,Indian MNC
Bajaj Electricals,4.1,(2K reviews),39.7K followers ,"Consumer Electronics & Appliances, Industrial Equipment / Machinery, Education / Training, Public, Indian MNC, B2C, B2B",Public,1938 (86 yrs old),1001-5000,"Mumbai, Maharashtra",https://www.bajajelectricals.com/,Indian MNC
Mankind Pharma,4.1,(2.1K reviews),47.3K followers ,"Pharmaceutical & Life Sciences, Private, Indian MNC, B2C",Private,1995 (29 yrs old),10001-50000, New Delhi,https://www.mankindpharma.com/,Indian MNC
Rubicon Research,,,0,"Clinical Research / Contract Research, Internet, Pharmaceutical & Life Sciences, Private, Indian MNC, B2C, B2B, Foreign Unicorn",Private,1999 (25 yrs old),501-1000,,http://www.rubicon.co.in/,Indian MNC
Aarvee Associates,4,(817 reviews),0,"Engineering & Construction, Architecture / Interior Design, Private, Indian MNC, B2C",Private,1989 (35 yrs old),1001-5000,,https://aarvee.com/,Indian MNC
MALABAR GOLD & DIAMONDS,4.1,(744 reviews),4.3K followers ,"Gems & Jewellery, Retail, Private, Indian MNC, B2C, B2B",Private,1993 (31 yrs old),10001-50000,,https://www.malabargoldanddiamonds.com/,Indian MNC
Pon Pure,4,(277 reviews),0,"Chemicals, Private, Indian MNC, B2B",Private,1981 (43 yrs old),501-1000,,https://www.pure-chemical.com,Indian MNC
Ashapura Group,4.1,(281 reviews),158 followers ,"Metals & Mining, Public, Indian MNC, B2B",Public,1960 (64 yrs old),1001-5000,"Mumbai, Maharashtra",https://www.ashapura.com/,Indian MNC
RMSI,3.8,(1.5K reviews),1.7K followers ,"IT Services & Consulting, Private, Indian MNC, B2B",Private,1992 (32 yrs old),1001-5000,,,Indian MNC
Nihilent,,,2.3K followers ,"IT Services & Consulting, Analytics / KPO / Research, Private, Indian MNC, B2B",Private,2000 (24 yrs old),1001-5000,"Pune, Maharashtra",https://www.nihilent.com/,Indian MNC
HSBC,4.1,(6.8K reviews),26.8K followers ,"Banking, IT Services & Consulting, Financial Services, Private, Foreign MNC, Indian MNC, B2C, B2B",Private,2002 (22 yrs old),100001+,,https://www.hsbc.com/,Indian MNC
Apollo Tyres,4.1,(2.1K reviews),6.8K followers ,"Auto Components, Automobile, Public, Indian MNC, B2C",Public,1972 (52 yrs old),10001-50000,Gurgaon,http://www.apollotyres.com,Indian MNC
Sarla Advantech,4.1,(92 reviews),257 followers ,"Engineering & Construction, Private, Indian MNC, B2B",Private,1999 (25 yrs old),201-500,"Navi Mumbai, Maharashtra",https://sarlatech.com/,Indian MNC
Jain Irrigation Systems,4,(511 reviews),217 followers ,"Industrial Equipment / Machinery, Agriculture / Forestry / Fishing, Public, Indian MNC, B2B, Conglomerate",Public,1963 (61 yrs old),10001-50000,,,Indian MNC
STYLAM Industries,3.6,(189 reviews),0,"Engineering & Construction, Public, Indian MNC, B2C, B2B",Public,1991 (33 yrs old),501-1000,,https://www.stylam.com/,Indian MNC
Zodiac Clothing Company,3.6,(131 reviews),1.6K followers ,"Textile & Apparel, Retail, Public, Indian MNC, B2C",Public,1984 (40 yrs old),1001-5000,,https://www.zodiaconline.com/z/,Indian MNC
Suven Life Sciences,3.6,(126 reviews),205 followers ,"Pharmaceutical & Life Sciences, Clinical Research / Contract Research, Public, Indian MNC, B2C, B2B",Public,1989 (35 yrs old),51-200,"Hyderabad/Secunderabad, Telangana",http://www.suven.com/index.aspx,Indian MNC
Space O Technologies,4.3,(66 reviews),0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Indian MNC, B2B",Private,2010 (14 yrs old),51-200,,https://www.spaceotechnologies.com,Indian MNC
Angelique International,4.6,(246 reviews),1.7K followers ,"Engineering & Construction, Private, Indian MNC, B2B",Private,1996 (28 yrs old),501-1000,,https://www.angelique-india.com/home,Indian MNC
Tech Vedika Software,,,341 followers ,"IT Services & Consulting, Software Product, Private, Indian MNC, B2B",Private,2010 (14 yrs old),201-500,,http://www.techvedika.com,Indian MNC
Winjit Technologies,3.8,(144 reviews),0,"IT Services & Consulting, Internet, Hardware & Networking, Software Product, Private, Indian MNC, B2B, Minicorn",Private,2004 (20 yrs old),201-500,,https://winjit.com/,Indian MNC
Zen Technologies,3.8,(111 reviews),0,"Defence & Aerospace, Public, Indian MNC, B2B",Public,1993 (31 yrs old),51-200,"Hyderabad / Secunderabad, Telangana",http://www.zentechnologies.com,Indian MNC
Speciality Restaurants,4.1,(113 reviews),0,"Hotels & Restaurants, Public, Indian MNC, B2C",Public,1991 (33 yrs old),1001-5000,,http://www.speciality.co.in,Indian MNC
Startek,,,28K followers ,"BPO / Call Centre, IT Services & Consulting, Public, Corporate, Indian MNC, B2C, B2B",Public,2017 (7 yrs old),10001-50000,,,Indian MNC
Jubilant FoodWorks (JFL),3.9,(2.4K reviews),17.4K followers ,"Hotels & Restaurants, Public, Indian MNC, B2C",Public,1995 (29 yrs old),10001-50000,,,Indian MNC
Zydus Wellness,4,(765 reviews),9.7K followers ,"FMCG, Retail, Public, Indian MNC",Public,1988 (36 yrs old),501-1000,"Ahmedabad, Gujarat",http://www.zyduswellness.com,Indian MNC
Jekson Vision,4,(87 reviews),0,"Industrial Equipment / Machinery, Software Product, Private, Indian MNC, B2B",Private,2001 (23 yrs old),201-500,Ahmedabad,https://jeksonvision.com,Indian MNC
AFour Technologies,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Indian MNC, B2B",Private,2007 (17 yrs old),201-500,,http://www.afourtech.com,Indian MNC
Berger Paints,3.8,(2.7K reviews),46.7K followers ,"Chemicals, Public, Indian MNC, B2C, B2B",Public,1923 (101 yrs old),5001-10000,"West Bengal, India",https://www.bergerpaints.com/,Indian MNC
TC Global,3.8,(137 reviews),235 followers ,"e-Learning / EdTech, Education / Training, Private, Indian MNC, B2C",Private,1995 (29 yrs old),201-500,,https://www.tcglobal.com/,Indian MNC
DesignTech Systems,,,864 followers ,"Industrial Equipment / Machinery, Hardware & Networking, Private, Indian MNC, B2B",Private,1998 (26 yrs old),501-1000,"Pune, Maharashtra",http://www.designtechsys.com,Indian MNC
PCS Technology,4.5,(156 reviews),1.5K followers ,"IT Services & Consulting, Public, Indian MNC, B2B",Public,1981 (43 yrs old),1001-5000,,,Indian MNC
G Cube,,,1K followers ,"e-Learning / EdTech, Education / Training, Private, Indian MNC, B2C, B2B",Private,2000 (24 yrs old),201-500,,,Indian MNC
Autograde International,3.9,(5 reviews),0,"Auto Components, Financial Services, Private, Indian MNC, B2C, B2B",Private,2007 (17 yrs old),,,http://www.autograde.in,Indian MNC
Technosoft Engineering,4.1,(274 reviews),0,"Industrial Automation, Private, Indian MNC, B2B",Private,1999 (25 yrs old),501-1000,,https://www.technosofteng.com/,Indian MNC
GSK India,4.2,(1.6K reviews),11.7K followers ,"Pharmaceutical & Life Sciences, Foreign MNC, Indian MNC, B2C, B2B",,1830 (194 yrs old),50001-100000,,http://www.gsk-india.com,Indian MNC
Tata Communications,4.1,(3K reviews),103.6K followers ,"Telecom / ISP, Public, Indian MNC, B2C, B2B",Public,1986 (38 yrs old),,,https://www.tatacommunications.com/,Indian MNC
PANAMAX,,,379 followers ,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2001 (23 yrs old),201-500,,https://www.panamaxinfotech.com/,Indian MNC
Affine Analytics,,,0,"IT Services & Consulting, Management Consulting, Private, Indian MNC",Private,2011 (13 yrs old),201-500,"Bengaluru/Bangalore, Karnataka",http://www.affine.ai,Indian MNC
Maco Corporation,3.7,(43 reviews),0,"Industrial Equipment / Machinery, Retail, Private, Indian MNC, B2B",Private,1967 (57 yrs old),501-1000,,,Indian MNC
Cyient,3.8,(3.9K reviews),69.8K followers ,"IT Services & Consulting, Engineering & Construction, Public, Indian MNC, B2B",Public,1991 (33 yrs old),10001-50000, Hyderabad,http://www.cyient.com,Indian MNC
Amantya Technologies,3.8,(99 reviews),0,"IT Services & Consulting, Emerging Technologies, Software Product, Private, Indian MNC, B2B",Private,2018 (6 yrs old),501-1000,"Chicago, United States (USA)",http://www.amantyatech.com,Indian MNC
Mynd,3.7,(506 reviews),226 followers ,"BPO / Call Centre, Financial Services, Private, Indian MNC, B2B",Private,2002 (22 yrs old),501-1000,,http://www.myndsolution.com,Indian MNC
Aranca,3.7,(121 reviews),0,"Analytics / KPO / Research, Private, Indian MNC, B2B",Private,2003 (21 yrs old),501-1000,,https://www.aranca.com/,Indian MNC
Godrej Infotech,4.1,(259 reviews),19K followers ,"IT Services & Consulting, Private, Indian MNC, B2B",Private,1999 (25 yrs old),501-1000,"Mumbai, Maharashtra",https://www.godrejinfotech.com/index.aspx,Indian MNC
Adglobal360,,,0,"Advertising & Marketing, Private, Indian MNC, B2B",Private,2009 (15 yrs old),201-500,,https://www.adglobal360.com/,Indian MNC
Experian,3.7,(84 reviews),348 followers ,"Analytics / KPO / Research, Financial Services, Internet, Private, Indian MNC, B2B",Private,2006 (18 yrs old),10001-50000,,,Indian MNC
Teleindia Networks,3.9,(182 reviews),0,"Telecom / ISP, Hardware & Networking, IT Services & Consulting, Private, Indian MNC, B2B",Private,2006 (18 yrs old),51-200,,http://www.teleindianetworks.com,Indian MNC
Course5 Intelligence,4.1,(332 reviews),659 followers ,"Analytics / KPO / Research, Indian MNC, B2B",,2000 (24 yrs old),1001-5000,"Mumbai, Maharashtra",https://www.c5i.ai/,Indian MNC
Marico,4.1,(1.1K reviews),14.9K followers ,"FMCG, Public, Indian MNC, B2C",Public,1988 (36 yrs old),1001-5000,"Mumbai, Maharashtra",https://marico.com/,Indian MNC
Insight Alpha,,,0,"Management Consulting, Analytics / KPO / Research, Private, Indian MNC, B2B",Private,2008 (16 yrs old),Nov-50,,http://www.insightalpha.com,Indian MNC
Crisil,3.7,(1.4K reviews),41.2K followers ,"Analytics / KPO / Research, Financial Services, Internet, Public, Indian MNC, B2B",Public,1987 (37 yrs old),1001-5000,,,Indian MNC
TVS Supply Chain Solutions (TVS SCS),4,(1.9K reviews),8.4K followers ,"Courier / Logistics, Indian MNC, B2B",,1896 (128 yrs old),10001-50000,,,Indian MNC
VSoft Technologies,,,0,"FinTech / Payments, Financial Services, Private, Indian MNC, B2B",Private,2004 (20 yrs old),1001-5000,,http://www.vsoft.co.in,Indian MNC
SAVA Healthcare,4.1,(142 reviews),0,"Pharmaceutical & Life Sciences, Public, Indian MNC, B2C, B2B",Public,2003 (21 yrs old),,,https://savaglobal.com/,Indian MNC
M N Dastur & Company,3.9,(241 reviews),0,"Metals & Mining, Engineering & Construction, Private, Indian MNC, B2B",Private,1955 (69 yrs old),1001-5000, Kolkata,http://www.dasturco.co.in/,Indian MNC
Investors Clinic,3.8,(587 reviews),1.4K followers ,"Real Estate, Indian MNC, B2C",,2009 (15 yrs old),1001-5000,,,Indian MNC
Zodiac Clothing Company,3.6,(131 reviews),1.6K followers ,"Textile & Apparel, Retail, Public, Indian MNC, B2C",Public,1984 (40 yrs old),1001-5000,,https://www.zodiaconline.com/z/,Indian MNC
Kalyan Jewellers,4.7,(1.6K reviews),1.6K followers ,"Gems & Jewellery, Retail, Private, Indian MNC, B2C",Private,1993 (31 yrs old),5001-10000,,http://www.kalyanjewellers.net,Indian MNC
3i Infotech,3.6,(1.7K reviews),38.4K followers ,"IT Services & Consulting, Public, Indian MNC, B2B",Public,1993 (31 yrs old),5001-10000, Navi Mumbai,https://www.3i-infotech.com/,Indian MNC
BioQuest Solutions,3.6,(57 reviews),0,"Medical Devices & Equipment, Private, Indian MNC, B2B",Private,2005 (19 yrs old),51-200,,http://bioquestglobal.com/,Indian MNC
Minfy Technologies,,,0,"IT Services & Consulting, Emerging Technologies, Private, Indian MNC, B2B",Private,2010 (14 yrs old),201-500,"Hyderabad/Secunderabad, India",http://www.minfytech.com,Indian MNC
Angelique International,4.6,(246 reviews),1.7K followers ,"Engineering & Construction, Private, Indian MNC, B2B",Private,1996 (28 yrs old),501-1000,,https://www.angelique-india.com/home,Indian MNC
AllyGrow ,,,0,"Engineering & Construction, Indian MNC, B2B",,2015 (9 yrs old),,,http://www.allygrow.com,Indian MNC
Polyplex,4.4,(209 reviews),0,"Packaging & Containers, Public, Indian MNC, B2B",Public,1984 (40 yrs old),1001-5000,,https://www.polyplex.com/,Indian MNC
Sutlej Textiles and Industries,3.9,(146 reviews),183 followers ,"Textile & Apparel, Manufacturing, Public, Indian MNC, B2B",Public,2005 (19 yrs old),10001-50000,,,Indian MNC
Aujas Cybersecurity An NSEIT Company,3.9,(195 reviews),586 followers ,"IT Services & Consulting, Emerging Technologies, Private, Indian MNC, B2B",Private,2008 (16 yrs old),1001-5000,"Bengaluru/Bangalore, Karnataka",https://www.aujas.com/,Indian MNC
Gland Pharma,3.7,(1.1K reviews),202 followers ,"Pharmaceutical & Life Sciences, Private, Indian MNC, B2B",Private,1978 (46 yrs old),1001-5000,,http://www.glandpharma.com,Indian MNC
IndiaMART,3.6,(4K reviews),23.3K followers ,"Internet, Advertising & Marketing, Public, Indian MNC, B2C, B2B, E-commerce",Private,1996 (28 yrs old),5001-10000,"Noida, Uttar Pradesh",http://www.indiamart.com,Indian MNC
Lumina Datamatics,,,5K followers ,"IT Services & Consulting, Private, Indian MNC, B2B",Private,1975 (49 yrs old),1001-5000,,,Indian MNC
Punchh Tech India,3.6,(21 reviews),0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2011 (13 yrs old),51-200,,https://punchh.com,Indian MNC
Lupin,4.2,(5.5K reviews),32.2K followers ,"Pharmaceutical & Life Sciences, Public, Indian MNC, B2C, B2B",Public,1968 (56 yrs old),10001-50000,,https://www.lupin.com,Indian MNC
Agro Tech Foods (ATFL),4.3,(316 reviews),101 followers ,"FMCG, Public, Indian MNC, B2C",Public,1986 (38 yrs old),501-1000,,http://www.atfoods.com/,Indian MNC
Sketch Web Solutions,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, Indian MNC, B2B",,2008 (16 yrs old),,,http://www.sketchwebsolutions.com,Indian MNC
IGT,,,150 followers ,"Gaming, Private, Indian MNC, B2B",Private,1990 (34 yrs old),10001-50000,,https://www.igt.com/,Indian MNC
Tractebel,4.1,(367 reviews),1.5K followers ,"Engineering & Construction, Private, Indian MNC, B2B",Private,1972 (52 yrs old),5001-10000,,https://tractebel-engie.com/en,Indian MNC
Writer Corporation,3.8,(494 reviews),0,"Facility Management Services, IT Services & Consulting, Private, Indian MNC, B2C, B2B",Private,1953 (71 yrs old),5001-10000,,http://www.writercorporation.com,Indian MNC
ICICI Lombard,3.8,(3.9K reviews),31.1K followers ,"Insurance, Financial Services, Public, Indian MNC, B2C, B2B",Public,2001 (23 yrs old),5001-10000,,http://www.icicilombard.com,Indian MNC
Time Technoplast,3.8,(283 reviews),0,,,,,,,Indian MNC
DesignTech Systems,,,864 followers ,"Industrial Equipment / Machinery, Hardware & Networking, Private, Indian MNC, B2B",Private,1998 (26 yrs old),501-1000,"Pune, Maharashtra",http://www.designtechsys.com,Indian MNC
Polymed,3.7,(502 reviews),0,"Medical Devices & Equipment, Public, Indian MNC, B2C, B2B",Public,1997 (27 yrs old),5001-10000,"Faridabad, Haryana",http://www.polymedicure.com,Indian MNC
Caratlane,4.3,(772 reviews),598 followers ,"Retail, Gems & Jewellery, Internet, Private, Indian MNC, B2C, D2C, E-commerce",Private,2008 (16 yrs old),1001-5000,"Chennai, Tamil Nadu",https://www.caratlane.com/,Indian MNC
Aurionpro,3.7,(336 reviews),0,"Software Product, Public, Indian MNC, B2B",Public,1997 (27 yrs old),1001-5000,,https://www.aurionpro.com/,Indian MNC
Asian Paints,4.1,(6.5K reviews),142.3K followers ,"Chemicals, Retail, Public, Indian MNC, B2C, B2B",Public,1942 (82 yrs old),5001-10000,,https://www.asianpaints.com/,Indian MNC
Wockhardt,3.9,(1.3K reviews),3.5K followers ,"Pharmaceutical & Life Sciences, Public, Indian MNC, B2B",Public,1999 (25 yrs old),5001-10000,,,Indian MNC
Macawber Beekay,4.1,(403 reviews),0,"Industrial Equipment / Machinery, Engineering & Construction, Private, Indian MNC, B2B",Private,1986 (38 yrs old),1001-5000,,https://www.mbl.in,Indian MNC
ASB International,4,(459 reviews),0,"Industrial Equipment / Machinery, Private, Indian MNC, B2B",Private,1997 (27 yrs old),1001-5000,,http://www.asbindia.com/network.html,Indian MNC
Espire Infolabs,,,4.1K followers ,"IT Services & Consulting, Analytics / KPO / Research, Private, Indian MNC, B2B",Private,2001 (23 yrs old),1001-5000,"Gurgaon/Gurugram, Haryana",,Indian MNC
PANAMAX,,,379 followers ,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2001 (23 yrs old),201-500,,https://www.panamaxinfotech.com/,Indian MNC
Emcure,3.8,(1.7K reviews),4.9K followers ,"Pharmaceutical & Life Sciences, Private, Indian MNC, B2C",Private,1981 (43 yrs old),10001-50000,"Pune, India",https://www.emcure.com,Indian MNC
Trendz Web Solution,,,0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2007 (17 yrs old),Nov-50,,http://www.trendzwebsolution.com,Indian MNC
Glenmark Pharmaceuticals,4,(2.5K reviews),29.3K followers ,"Pharmaceutical & Life Sciences, Public, Indian MNC, B2C",Public,1977 (47 yrs old),10001-50000,,,Indian MNC
