Company Name,Rating,No_of_Reviews,No_of_Followers,Tags,Type,Year Founded,Company Size,HQ Location,Website,Company Type,company size category
Smart Joules,3.7,(42 reviews),0,"Power, Internet, Private, Startup, B2B",Private,2014 (10 yrs old),51-200,,http://www.smartjoules.in/,Startup,Small
Pay1,4.3,(20 reviews),0,"FinTech / Payments, Internet, Startup",,2014 (10 yrs old),51-200,,,Startup,Small
Onsurity,,,0,"Facility Management Services, Internet, Private, Startup, B2B, Minicorn",Private,2020 (4 yrs old),Nov-50,,https://www.onsurity.com,Startup,Small
HappyEasyGo,,,0,"Travel & Tourism, Internet, Private, Startup, B2C, B2B, Soonicorn",Private,2017 (7 yrs old),51-200,,https://www.happyeasygo.com,Startup,Small
Vitesco Technologies,4.3,(204 reviews),0,"Auto Components, Internet, Private, Startup, B2B",Private,2005 (19 yrs old),10001-50000,,https://vitesco-technologies.com/de/,Startup,Large
EffiaSoft,4.3,(30 reviews),0,"IT Services & Consulting, Financial Services, Internet, Private, Startup, B2C, B2B, SaaS",Private,2012 (12 yrs old),Nov-50,,http://www.effiasoft.com,Startup,Small
Cashfree Payments,,,127 followers ,"FinTech / Payments, Financial Services, Private, Startup, B2C, B2B, Soonicorn",Private,2015 (9 yrs old),51-200,"Bengaluru, India",https://www.cashfree.com,Startup,Small
Ketto,4.0,(191 reviews),637 followers ,"Internet, IT Services & Consulting, Private, Startup, B2C, SaaS, Minicorn",Private,2012 (12 yrs old),201-500,"Mumbai, Maharashtra",https://www.ketto.org/,Startup,Medium
CREDRIGHT,4.2,(36 reviews),0,"FinTech / Payments, Startup",,2016 (8 yrs old),,,,Startup,
DigiVersal Consultants,,,0,"Internet, e-Learning / EdTech, Emerging Technologies, Advertising & Marketing, Private, Startup",Private,2015 (9 yrs old),201-500,Noida,https://www.digiversal.in/,Startup,Medium
SAI UNIVERSITY ,4.3,(7 reviews),165 followers ,"Education / Training, Startup, B2C",,2021 (3 yrs old),Nov-50,"Chennai, Tamil Nadu",https://saiuniversity.edu.in/,Startup,Small
Postman,3.9,(28 reviews),3.7K followers ,"Software Product, Internet, Power, Private, Startup, B2B, SaaS, Unicorn",Private,2014 (10 yrs old),51-200,,https://www.postman.com,Startup,Small
Wealthy,3.7,(24 reviews),0,"FinTech / Payments, Internet, Startup",,2015 (9 yrs old),,,,Startup,
Eduvanz,3.6,(133 reviews),0,"FinTech / Payments, Internet, Private, Startup, B2B, Minicorn",Private,2016 (8 yrs old),201-500,"Mumbai, Maharashtra",http://www.eduvanz.com,Startup,Medium
Neuroglia Health,,,266 followers ,"e-Learning / EdTech, Startup",,,,,,Startup,
Bluestone.com,3.7,(264 reviews),519 followers ,"Gems & Jewellery, Internet, Private, Startup, B2C, D2C, Minicorn",Private,2011 (13 yrs old),201-500,"Bengaluru, India",https://www.bluestone.com,Startup,Medium
MoEngage ,4.1,(74 reviews),527 followers ,"Emerging Technologies, Internet, IT Services & Consulting, Advertising & Marketing, Private, Startup, B2B",Private,2014 (10 yrs old),501-1000,"San Francisco, United States (USA)",http://www.moengage.com/,Startup,Medium
Open Financial Technologies,,,452 followers ,"FinTech / Payments, Private, Startup, Soonicorn, Unicorn",Private,2017 (7 yrs old),201-500,"Bengaluru/Bangalore, Karnataka",https://open.money/,Startup,Medium
Open Door,4.3,(6 reviews),0,"Education / Training, Internet, Startup, B2C",,2013 (11 yrs old),,,https://www.opendooreducation.in,Startup,
EZSWYPE BUSINESS SOLUTIONS,,,0,"Startup, B2B",Private,2013 (11 yrs old),Nov-50,,,Startup,Small
Aarav Unmanned Systems,3.6,(25 reviews),0,"Aviation, Financial Services, Internet, Private, Startup, B2B",Private,2013 (11 yrs old),Nov-50,,http://aus.co.in,Startup,Small
Epaylater,3.8,(52 reviews),147 followers ,"FinTech / Payments, Startup, Minicorn",,2015 (9 yrs old),,,,Startup,
6Sense,,,0,"Software Product, Internet, Advertising & Marketing, Private, Startup, B2B",Private,2013 (11 yrs old),1001-5000,,http://www.6sense.com,Startup,Medium
Fivetran,4.0,(15 reviews),475 followers ,"Emerging Technologies, Internet, Private, Startup, B2B",Private,2012 (12 yrs old),1001-5000,Oakland,https://www.fivetran.com/,Startup,Medium
Pando,4.0,(25 reviews),0,"Internet, Startup, SaaS, Minicorn",,2016 (8 yrs old),201-500,Chicago,http://pando.ai,Startup,Medium
LendingKart,,,473 followers ,"NBFC, Financial Services, Internet, Public, Startup, B2B, Soonicorn",Public,2014 (10 yrs old),501-1000,,,Startup,Medium
Yeemak Siwoo,,,0,"Industrial Equipment / Machinery, Startup, B2B",,,,,,Startup,
Junglee Games,,,0,"IT Services & Consulting, Internet, Private, Startup, B2C",Private,2012 (12 yrs old),201-500,,http://www.jungleegames.com/,Startup,Medium
magicpin,,,109 followers ,"Internet, Private, Startup, B2B, E-commerce",Private,2015 (9 yrs old),501-1000,"Gurgaon, India",https://www.magicpin.in,Startup,Medium
Credit Fair,,,0,"Financial Services, Internet, FinTech / Payments, NBFC, Private, Startup, B2C, B2B, Minicorn",Private,2018 (6 yrs old),Nov-50,"Mumbai, India",https://www.creditfair.in,Startup,Small
Pocket FM,,,492 followers ,"Film / Music / Entertainment, Internet, Private, Startup, B2C, Soonicorn",Private,2018 (6 yrs old),Nov-50,,https://pocketfm.com/,Startup,Small
G2,5.0,(13 reviews),0,"Software Product, Internet, Private, Startup, B2C, B2B, Foreign Unicorn",Private,2012 (12 yrs old),51-200,,,Startup,Small
Cytecare,4.7,(122 reviews),0,"Medical Services / Hospital, Internet, Private, Startup, B2C",Private,2014 (10 yrs old),201-500,,http://www.cytecare.com,Startup,Medium
Eduonix Learning Solutions,4.2,(34 reviews),0,"e-Learning / EdTech, Internet, Education / Training, Private, Startup, B2C",Private,2013 (11 yrs old),Nov-50,,,Startup,Small
BharatPe,3.6,(324 reviews),4.7K followers ,"FinTech / Payments, Internet, Private, Startup, B2C, B2B, Unicorn",Private,2018 (6 yrs old),201-500,"New Delhi, India",https://bharatpe.com/,Startup,Medium
Detect Technologies,4.0,(57 reviews),0,"Industrial Automation, Internet, Private, Startup, B2B, Minicorn",Private,2013 (11 yrs old),51-200,,https://detecttechnologies.com/,Startup,Small
Biz Hero India,4.7,(42 reviews),0,"IT Services & Consulting, Financial Services, Startup, SaaS, Minicorn",,2016 (8 yrs old),,"Kolkata, West Bengal",https://nowpurchase.com/,Startup,
Vymo Solutions,,,0,"Analytics / KPO / Research, Internet, IT Services & Consulting, Startup, B2B, SaaS, Minicorn",Private,2013 (11 yrs old),51-200,,https://www.getvymo.com,Startup,Small
Portea Medical,4.4,(457 reviews),0,"Medical Services / Hospital, Internet, Private, Startup, B2C, Soonicorn",Private,2013 (11 yrs old),1001-5000,,https://www.portea.com,Startup,Medium
Trycon Technologies,4.9,(43 reviews),0,"Software Product, IT Services & Consulting, Private, Startup, B2B, SaaS",Private,2013 (11 yrs old),,"Noida, Uttar Pradesh",https://trycon.io/,Startup,
Yangpoo,4.0,(89 reviews),0,"e-Learning / EdTech, Private, Startup, B2C, B2B",Private,2016 (8 yrs old),,"Mumbai, Maharashtra",https://yangpoo.com/,Startup,
Marino Food Products,4.1,(67 reviews),0,"Food Processing, Startup",,2015 (9 yrs old),,,,Startup,
RapiPay Fintech,4.0,(408 reviews),219 followers ,"FinTech / Payments, Internet, Private, Startup, B2B",Private,2018 (6 yrs old),201-500,,,Startup,Medium
PlanetSpark,3.7,(1.7K reviews),721 followers ,"e-Learning / EdTech, Internet, Private, Startup, B2C, Minicorn",Private,2017 (7 yrs old),201-500,,,Startup,Medium
Eshopbox Ecommerce,,,0,"Internet, Startup",,2012 (12 yrs old),51-200,,http://www.eshopbox.com,Startup,Small
BlackBuck,3.9,(2K reviews),3.5K followers ,"Internet, Urban Transport, Private, Startup, B2B, SaaS, Unicorn",Private,2015 (9 yrs old),1001-5000,"Bengaluru, India",https://www.blackbuck.com,Startup,Medium
Goqii,3.8,(84 reviews),1.5K followers ,"Fitness & Wellness, Internet, Private, Startup, B2C, Minicorn",Private,2014 (10 yrs old),51-200,,https://goqii.com/us-en,Startup,Small
Adda247,,,235 followers ,"e-Learning / EdTech, Internet, Education / Training, Private, Startup, Minicorn",Private,2016 (8 yrs old),201-500,,,Startup,Medium
Wellthy Therapeutics,3.8,(43 reviews),0,"Medical Services / Hospital, Financial Services, Internet, Private, Startup, B2C",Private,2015 (9 yrs old),51-200,,https://wellthytherapeutics.com/,Startup,Small
IndiaLends,3.7,(125 reviews),0,"Financial Services, Internet, Private, Startup, B2C, B2B, Minicorn",Private,2014 (10 yrs old),201-500,,https://indialends.com/,Startup,Medium
Smart Joules,3.7,(42 reviews),0,"Power, Internet, Private, Startup, B2B",Private,2014 (10 yrs old),51-200,,http://www.smartjoules.in/,Startup,Small
CA One Tech ,3.7,(26 reviews),516 followers ,"IT Services & Consulting, Private, Startup, B2B",Private,2017 (7 yrs old),,,http://www.ca-one.com/,Startup,
Nineleaps,3.8,(100 reviews),5.1K followers ,"IT Services & Consulting, Software Product, Private, Startup, B2B",Private,2014 (10 yrs old),201-500,"Bengaluru/Bangalore, India",http://www.nineleaps.com,Startup,Medium
InnovAccer,,,2.9K followers ,"Software Product, IT Services & Consulting, Private, Startup, B2B, SaaS, Unicorn",Private,2014 (10 yrs old),1001-5000,"San Francisco, United States (USA)",https://innovaccer.com/,Startup,Medium
Shop Kirana E Trading,3.8,(285 reviews),0,"Software Product, Internet, Private, Startup, B2B, Minicorn",Private,2014 (10 yrs old),51-200,,https://www.shopkirana.com,Startup,Small
SastaSundar,3.7,(304 reviews),0,"Internet, Private, Startup",Private,2013 (11 yrs old),201-500,,https://www.sastasundar.com,Startup,Medium
Ketto,4.0,(191 reviews),637 followers ,"Internet, IT Services & Consulting, Private, Startup, B2C, SaaS, Minicorn",Private,2012 (12 yrs old),201-500,"Mumbai, Maharashtra",https://www.ketto.org/,Startup,Medium
Blowhorn,,,0,"Courier / Logistics, Internet, Startup, B2C, B2B, Minicorn",,2014 (10 yrs old),,"Bengaluru/Bangalore, Karnataka",https://www.blowhorn.com,Startup,
Wooden Street,3.6,(196 reviews),0,"Furniture & Furnishing, Internet, Retail, Private, Startup, D2C, Minicorn",Private,2015 (9 yrs old),51-200,,,Startup,Small
Faircent,,,0,"Investment Banking / Venture Capital / Private Equity, Financial Services, Internet, Private, Startup, B2C, B2B, Minicorn",Private,2013 (11 yrs old),51-200,,https://www.faircent.com,Startup,Small
Avataar,3.6,(54 reviews),150 followers ,"Internet, Private, Startup, B2B, SaaS, Minicorn",Private,2014 (10 yrs old),51-200,"Bengaluru, India",https://www.avataar.me,Startup,Small
Mensa Brand Technologies,,,1K followers ,"Investment Banking / Venture Capital / Private Equity, Startup, B2B, Unicorn",,2021 (3 yrs old),,,,Startup,
AgNext Technologies,,,738 followers ,"Internet, Agriculture / Forestry / Fishing, Private, Startup, B2B",Private,2016 (8 yrs old),51-200,"Chandigarh, India",https://agnext.com/,Startup,Small
Kfin technologies,3.6,(1.9K reviews),640 followers ,"FinTech / Payments, Engineering & Construction, Insurance, IT Services & Consulting, Startup, Corporate, B2C, B2B",,2017 (7 yrs old),5001-10000,"Hyderabad / Secunderabad, Telangana",https://www.kfintech.com/,Startup,Medium
Razorpay,3.7,(436 reviews),23.4K followers ,"FinTech / Payments, Internet, Software Product, Private, Startup, B2C, SaaS, Soonicorn, Unicorn",Private,2014 (10 yrs old),1001-5000,"Bengaluru, India",https://razorpay.com,Startup,Medium
Siddh Multispecialty Hospital,,,0,"Medical Services / Hospital, Startup",,2017 (7 yrs old),51-200,"Moradabad, Uttar Pradesh ",https://www.siddhhospital.org/,Startup,Small
Scaler Academy,3.8,(400 reviews),0,"e-Learning / EdTech, Education / Training, Private, Startup, Soonicorn",Private,2019 (5 yrs old),201-500,"Bengaluru, India",https://www.scaler.com/academy,Startup,Medium
Sequretek It Solutions,,,0,"Emerging Technologies, Internet, Private, Startup, B2B, SaaS, Minicorn",Private,2013 (11 yrs old),201-500,"Mumbai, Maharashtra",https://www.sequretek.com,Startup,Medium
HomeLane,,,279 followers ,"Architecture / Interior Design, Furniture & Furnishing, Internet, Private, Startup, B2C, B2B, Soonicorn",Private,2014 (10 yrs old),1001-5000,"Bengaluru/Bangalore, Karnataka",http://homelane.com,Startup,Medium
ElasticRun,,,4.4K followers ,"Courier / Logistics, FMCG, Internet, Urban Transport, IT Services & Consulting, Private, Startup, B2C, B2B, Unicorn",Private,2016 (8 yrs old),1001-5000,"Pune, India",https://www.elastic.run,Startup,Medium
Aarav Unmanned Systems,3.6,(25 reviews),0,"Aviation, Financial Services, Internet, Private, Startup, B2B",Private,2013 (11 yrs old),Nov-50,,http://aus.co.in,Startup,Small
OneTrust,,,280 followers ,"Software Product, Startup, B2B",,,,"Atlanta, Georgia",https://www.onetrust.com/,Startup,
RedCarpet,3.9,(60 reviews),159 followers ,"FinTech / Payments, Private, Startup, B2C, B2B",Private,2016 (8 yrs old),Nov-50,,,Startup,Small
Inshorts,4.1,(107 reviews),601 followers ,"Internet, Analytics / KPO / Research, Private, Startup, B2C, B2B, Soonicorn",Private,2013 (11 yrs old),201-500,"Noida, India",https://www.inshorts.com,Startup,Medium
Hello English,3.8,(10 reviews),174 followers ,"e-Learning / EdTech, Internet, Private, Startup, B2B, Minicorn",Private,2012 (12 yrs old),Nov-50,,,Startup,Small
Zostel Hospitality,4.1,(17 reviews),0,"Hotels & Restaurants, Internet, Private, Startup, B2C, Minicorn",Private,2013 (11 yrs old),Nov-50,"Gurgaon, India",https://www.zostel.com,Startup,Small
Senvion,4.2,(154 reviews),0,"Power, Internet, Private, Startup, B2B",Private,2017 (7 yrs old),1001-5000,,https://www.senvion.com/,Startup,Medium
SirionLabs,,,1.5K followers ,"IT Services & Consulting, Hardware & Networking, Private, Startup, B2B",Private,2012 (12 yrs old),201-500,,,Startup,Medium
Cogos,,,0,"Internet, Startup, Minicorn",,2016 (8 yrs old),,,http://www.cogostech.com,Startup,
Eduonix Learning Solutions,4.2,(34 reviews),0,"e-Learning / EdTech, Internet, Education / Training, Private, Startup, B2C",Private,2013 (11 yrs old),Nov-50,,,Startup,Small
Simply Vyapar Apps,3.7,(286 reviews),335 followers ,"Software Product, FinTech / Payments, Private, Startup, B2B, SaaS, Minicorn",Private,2017 (7 yrs old),501-1000,Bengaluru/Bangalore,https://vyaparapp.in/,Startup,Medium
OneCard,3.7,(84 reviews),646 followers ,"FinTech / Payments, Financial Services, Internet, Private, Startup, B2C, B2B, Unicorn",Private,2019 (5 yrs old),51-200,"Pune, India",https://www.getonecard.app,Startup,Small
Bizongo,,,1.8K followers ,"Packaging & Containers, Private, Startup, B2B, E-commerce, Soonicorn",Private,2015 (9 yrs old),201-500,"Mumbai, India",https://www.bizongo.com,Startup,Medium
Victrix Systems and Labs,4.4,(4 reviews),396 followers ,"IT Services & Consulting, Startup, B2B",,2020 (4 yrs old),Nov-50,"Pune, India",https://victrixsystems.com/,Startup,Small
Detect Technologies,4.0,(57 reviews),0,"Industrial Automation, Internet, Private, Startup, B2B, Minicorn",Private,2013 (11 yrs old),51-200,,https://detecttechnologies.com/,Startup,Small
GyanDhan,,,0,"FinTech / Payments, Financial Services, Internet, Private, Startup, B2B",Private,2015 (9 yrs old),Nov-50,,,Startup,Small
DesignCafe,,,199 followers ,"Architecture / Interior Design, Furniture & Furnishing, Private, Startup, B2C, D2C, Minicorn",Private,2016 (8 yrs old),501-1000,"Bengaluru/Bangalore, Karnataka",https://www.designcafe.com,Startup,Medium
NOTIFIED DM INDIA,3.6,(17 reviews),0,"Engineering & Construction, Startup, B2B",,,1001-5000,,https://www.notified.com/,Startup,Medium
Network People Services Technologies,3.9,(63 reviews),231 followers ,"IT Services & Consulting, Private, Startup, B2B",Private,2013 (11 yrs old),51-200,,https://www.npstx.com/,Startup,Small
Droom,,,3.1K followers ,"Internet, Private, Startup, B2C, B2B, Unicorn",Private,2014 (10 yrs old),201-500,,https://droom.in/,Startup,Medium
MindTickle,,,2.9K followers ,"Software Product, Internet, Private, Startup, B2B, SaaS, Unicorn",Private,2011 (13 yrs old),51-200,,https://www.mindtickle.com,Startup,Small
cult fit,3.8,(701 reviews),3.8K followers ,"Fitness & Wellness, Private, Startup, B2C, Unicorn",Private,2016 (8 yrs old),1001-5000,"Bengaluru, India",https://www.cult.fit,Startup,Medium
Yangpoo,4.0,(89 reviews),0,"e-Learning / EdTech, Private, Startup, B2C, B2B",Private,2016 (8 yrs old),,"Mumbai, Maharashtra",https://yangpoo.com/,Startup,
PlanetSpark,3.7,(1.7K reviews),721 followers ,"e-Learning / EdTech, Internet, Private, Startup, B2C, Minicorn",Private,2017 (7 yrs old),201-500,,,Startup,Medium
Drink Prime,3.7,(51 reviews),0,"Retail, Internet, Private, Startup, B2C, Minicorn",Private,2016 (8 yrs old),51-200,,https://www.drinkprime.in,Startup,Small
IndustryBuying,,,210 followers ,"Import & Export, Internet, Industrial Equipment / Machinery, Private, Startup, B2B, Minicorn",Private,2013 (11 yrs old),,Delhi,https://www.industrybuying.com,Startup,
Race2cloud,4.1,(27 reviews),0,"IT Services & Consulting, Private, Startup, B2B",Private,2016 (8 yrs old),01-Oct,"Bangalore / Bengaluru, Karnataka",http://www.race2cloudtech.com,Startup,Small
HappyEasyGo,,,0,"Travel & Tourism, Internet, Private, Startup, B2C, B2B, Soonicorn",Private,2017 (7 yrs old),51-200,,https://www.happyeasygo.com,Startup,Small
Eduncle,,,0,"e-Learning / EdTech, Startup, B2C",,2016 (8 yrs old),51-200,Kota,https://www.eduncle.com/,Startup,Small
LogiNext,,,281 followers ,"Software Product, Internet, Hardware & Networking, Private, Startup, B2B, SaaS, Soonicorn",Private,2014 (10 yrs old),51-200,,,Startup,Small
InnovAccer,,,2.9K followers ,"Software Product, IT Services & Consulting, Private, Startup, B2B, SaaS, Unicorn",Private,2014 (10 yrs old),1001-5000,"San Francisco, United States (USA)",https://innovaccer.com/,Startup,Medium
MapMyGenome,,,0,"Biotechnology, Internet, Private, Startup, B2C",Private,2012 (12 yrs old),Nov-50,,https://mapmygenome.in,Startup,Small
Acquia,4.4,(48 reviews),221 followers ,"Software Product, Internet, Hardware & Networking, Private, Startup, B2B, SaaS",Private,2015 (9 yrs old),1001-5000,,,Startup,Medium
QYLIS Cloud Data & Cyber Security Services,,,0,"IT Services & Consulting, Startup, B2B",,,Nov-50,"Hyderabad / Secunderabad, Telangana",https://qylis.com/,Startup,Small
4D Global,,,0,"Analytics / KPO / Research, Private, Startup, B2B",Private,2015 (9 yrs old),201-500,,http://www.4dglobalinc.com,Startup,Medium
DataTrained,4.1,(273 reviews),225 followers ,"e-Learning / EdTech, Internet, LLP, Startup, B2C, Minicorn",LLP,2012 (12 yrs old),201-500,,,Startup,Medium
OKINAWA,3.8,(119 reviews),0,"Auto Components, Internet, Private, Startup, B2B",Private,2016 (8 yrs old),51-200,,http://okinawascooters.com/,Startup,Small
OYO,,,15.1K followers ,"Hotels & Restaurants, Internet, Private, Startup, B2C, B2B, Unicorn",Private,2013 (11 yrs old),10001-50000, Gurgaon,https://www.oyorooms.com,Startup,Large
